Subject,CatNbr,Course Title,Sect,Type,Location,Summer 2019,Fall 2019,Spring 2020,Summer 2020,Fall 2020,Spring 2021,Summer 2021,Fall 2021,Spring 2022,Summer 2022,Fall 2022,Spring 2023,Summer 2023,Fall 2023,Spring 2024,Summer 2024,Fall 2024
PHYS,485,Particle Physics,D100,LEC,BURNABY,,,20.0,,,20.0,,,10.0,,,20.0,,,10.0,,
PHYS,490,Relativ/Gravitation,D100,LEC,BURNABY,,25.0,,,,,,25.0,,,,,,,,,
PHYS,492,Special Topics in Physics,D100,LEC,BURNABY,,,,,,,,,,,,,,20.0,,,
PHYS,492,Special Topics in Physics,D200,LEC,BURNABY,,,,,,,,,,,,,,20.0,,,
PLAN,100,Introduction to Planning,B100,LEC,BURNABY,,,,,,,,,,,,,115.0,,,115.0,
PLAN,100,Introduction to Planning,B100,OLC,BURNABY,,,,,,,,,,,,,,,150.0,,
PLAN,100,Introduction to Planning,D100,LEC,BURNABY,,,,,,,,100.0,95.0,,100.0,100.0,,100.0,,,115.0
PLAN,100,Introduction to Planning,D100,LEC,HRBRCNTR,,,,,,,,,,75.0,,,,,,,
PLAN,200,Introduction to Planning,D100,LEC,BURNABY,,30.0,40.0,,60.0,,,,,,,,,,,,
PLAN,200,Introduction to Planning,D200,LEC,HRBRCNTR,,,,,,,50.0,,,,,,,,,,
PLAN,300,Methods for Planning Analysis,D100,SEM,BURNABY,,,,,,,,,,,,,,45.0,,,
PLAN,300,Methods for Planning Analysis,E100,LEC,BURNABY,,,,,,,,,,,30.0,,,,,,
PLAN,300,Methods for Planning Analysis,E100,LEC,HRBRCNTR,,,,,,,,30.0,,,,,,,,,
PLAN,302,Planning Internship I,D100,INT,BURNABY,,,,,,,,,,4.0,,3.0,,2.0,2.0,,
PLAN,319,Environmental and Planning Law,D100,SEM,BURNABY,,,,,,,,,,,,,,,15.0,15.0,
PLAN,319,Environmental and Planning Law,E100,SEM,HRBRCNTR,,,,,,,5.0,,20.0,,,15.0,,,,,
PLAN,400,Plan Theory & Policy Analysis,D100,SEM,BURNABY,,,,,,20.0,,,,,,20.0,,,,,
PLAN,400,Plcy Anlys for Soc & Envr Chg,D100,SEM,BURNABY,,,,,,,,,,,,,,,19.0,,
PLAN,402,Planning Internship II,D100,INT,BURNABY,,,,,,,,,,,2.0,3.0,4.0,2.0,,4.0,
PLAN,404,Indig. Planning & Stewardship,D100,SEM,BURNABY,,,,,,,,,,,,,,,,,30.0
PLAN,406,Community Planning & Develop.,B100,SEM,HRBRCNTR,,,,,,,,,,,,,40.0,,,40.0,
PLAN,407,Indig. Gov. & Res. Relationss,D100,SEM,BURNABY,,,,,,,,,,,10.0,,,10.0,,,
PLAN,408,Environmental Planning,D100,SEM,BURNABY,,,,,,,,,,,,,,,26.0,,
PLAN,443,"Pub Engage, Med & Con Res Plan",D100,SEM,BURNABY,,,,,,,,24.0,,,20.0,,,,2.0,,
PLAN,443,"Pub Engage, Med & Con Res Plan",E100,SEM,BURNABY,,,,,,,,,,,,,,,,,27.0
PLAN,495,Professional Planning Capstone,D100,LEC,BURNABY,,,,,,,,,4.0,,,,,,,,
PLAN,495,Professional Planning Capstone,D100,SEM,BURNABY,,,,,,,,,,,,10.0,,,20.0,,20.0
PLCY,200,Introduction to Public Policy,D100,LEC,BURNABY,,,,,,,,,,,,,,35.0,,,35.0
PLCY,200,Introduction to Public Policy,D200,LEC,BURNABY,,,,,,,,,,,,35.0,,,,,
PLCY,300,Applied Public Policy Analysis,D200,LEC,BURNABY,,,,,,,,,,,,,,,40.0,,
PLCY,400,Public Policy Capstone Seminar,D100,LEC,BURNABY,,,,,,,,,,,,,,,,,35.0
POL,100,Intro Politics and Government,D100,LEC,BURNABY,133.0,285.0,285.0,114.0,247.0,285.0,133.0,190.0,228.0,114.0,228.0,228.0,,195.0,228.0,114.0,192.0
POL,100,Intro Politics and Government,D900,LEC,SURREY,,76.0,,,76.0,,,76.0,,,76.0,,114.0,76.0,,,76.0
POL,100,Intro Politics and Government,E100,LEC,BURNABY,,,,,,,,35.0,,,,,,,,,
POL,100,Intro Politics and Government,F100,LEC,BURNABY,,35.0,,,19.0,,,25.0,,,21.0,,,26.0,,,25.0
POL,100,Intro Politics and Government,J100,LEC,SURREY,,,,,,35.0,,,,,,,,,,,
POL,101W,Intro Politics and Government,C100,SEC,BURNABY,45.0,,,,,,,,,,,,,,,,
POL,121,Political Engagement,D100,LEC,BURNABY,,76.0,76.0,,76.0,76.0,,57.0,57.0,35.0,,76.0,76.0,,114.0,,
POL,121,Political Engagement,D900,LEC,SURREY,,,,,,,,,,,,,,,,38.0,
POL,131,Politics of Inequality,D100,LEC,BURNABY,,,38.0,,57.0,35.0,,35.0,,,35.0,,,,54.0,,
POL,131,Politics of Inequality,D900,LEC,SURREY,,,,38.0,,,35.0,,,,,,,,,,
POL,132,From Dictatorship to Democracy,D100,LEC,BURNABY,,,38.0,,,57.0,,,76.0,,,76.0,76.0,,57.0,57.0,
POL,132,From Dictatorship to Democracy,D900,LEC,SURREY,,38.0,,,38.0,,,35.0,,,,,,,,,
POL,132,From Dictatorship to Democracy,J100,LEC,HRBRCNTR,,35.0,,,,,,,,,,,,,,,
POL,141,International Relations,D100,LEC,BURNABY,,,,,,,,57.0,57.0,,57.0,57.0,,114.0,114.0,,100.0
POL,141,War and Cooperation,D100,LEC,BURNABY,35.0,95.0,76.0,35.0,76.0,,35.0,,,,,,,,,,
POL,141,War and Cooperation,D200,LEC,BURNABY,,,,,,57.0,,,,,,,,,,,
POL,141,War and Cooperation,J100,LEC,SURREY,,,,,35.0,,,,,,,,,,,,
POL,150,"Science, Policy and Innovation",D100,LEC,BURNABY,57.0,,,57.0,,,57.0,,,57.0,,,,,,,
POL,151,Justice and Law,D100,LEC,BURNABY,76.0,228.0,114.0,76.0,171.0,96.0,57.0,171.0,133.0,76.0,171.0,,,228.0,,76.0,215.0
POL,151,Justice and Law,D200,LEC,BURNABY,,,,,,,,,,,,133.0,,,,,
POL,151,Justice and Law,D800,LEC,SURREY,,,,,,,,,,,,76.0,,,,,
POL,151,Justice and Law,D900,LEC,SURREY,35.0,,76.0,,,57.0,,,57.0,,76.0,,,76.0,,,
POL,200,Investigating Politics,D100,LEC,HRBRCNTR,28.0,,,,,,,,,,,,,,,,
POL,200W,Investigating Politics,D100,LEC,BURNABY,,114.0,114.0,35.0,76.0,76.0,,95.0,76.0,,95.0,95.0,,112.0,114.0,57.0,114.0
POL,200W,Investigating Politics,D100,LEC,HRBRCNTR,,,,,,,,,,35.0,,,,,,,
POL,200W,Investigating Politics,J100,LEC,HRBRCNTR,,,,,,35.0,,,,,,,,,,,
POL,201,Intro Quantitative Methods,B100,LEC,BURNABY,,,,,,,,,60.0,,,60.0,,,76.0,,
POL,201,Intro Quantitative Methods,D100,LEC,BURNABY,30.0,57.0,114.0,,60.0,60.0,,60.0,,,60.0,,,60.0,,,75.0
POL,201,Intro Quantitative Methods,D200,LEC,BURNABY,,,,,,,,,,,,,,,,,35.0
POL,201,Intro Quantitative Methods,E100,LEC,HRBRCNTR,,,,,,,35.0,,,,,,,,,,
POL,201,Intro Quantitative Methods,J100,LEC,HRBRCNTR,,,,36.0,,,,,,,,,,,,,
POL,210,Intro to Political Philosophy,B100,LEC,BURNABY,,,,,,,,,,,,,,,,,57.0
POL,210,Intro to Political Philosophy,B100,LEC,HRBRCNTR,,,,,,,,,,35.0,,,,,,,
POL,210,Intro to Political Philosophy,D100,LEC,BURNABY,,94.0,76.0,,57.0,57.0,,57.0,57.0,,76.0,76.0,,76.0,76.0,,
POL,210,Intro to Political Philosophy,D100,LEC,HRBRCNTR,35.0,,,35.0,,,38.0,,,,,,,,,,
POL,210,Intro to Political Philosophy,F100,LEC,BURNABY,,,25.0,,,17.0,,,15.0,,,34.0,,,,,
POL,210,Intro to Political Philosophy,J100,LEC,HRBRCNTR,,,,,35.0,,,,,,,,,,,,
POL,221,Intro Canadian Government,D100,LEC,BURNABY,,57.0,,57.0,,,57.0,,,,,,,57.0,,,57.0
POL,221,Intro Canadian Government,D100,LEC,SURREY,,,,,,,,,,57.0,,,,,,,
POL,221,Intro Canadian Government,D900,LEC,SURREY,,,,,,35.0,,,57.0,,,,,,114.0,,
POL,221,Intro Canadian Government,J100,LEC,HRBRCNTR,35.0,,,,,,,,,,,,,,,,
POL,222,Introduction Canadian Politics,B100,LEC,BURNABY,,,,,,,,,,,,,,,,57.0,
POL,222,Introduction Canadian Politics,D100,LEC,BURNABY,,,57.0,,,38.0,,,38.0,,,57.0,,,76.0,,
POL,222,Introduction Canadian Politics,J100,LEC,HRBRCNTR,,35.0,,,,,,,,,,,,,,,
POL,232,US Politics,D100,LEC,BURNABY,35.0,,,,21.0,,,,,,,35.0,76.0,,,,
POL,232,US Politics,D100,LEC,HRBRCNTR,,35.0,,,,,,,,,,,,,,,
POL,232,US Politics,D800,LEC,SURREY,,,,35.0,,,,,,,,,,,,,
POL,244,Canada in the World,F100,LEC,BURNABY,,,22.0,,,22.0,,,24.0,,,,,,40.0,,
POL,252,Local Democracy Governance,D100,LEC,BURNABY,35.0,,,,19.0,,,,,,,,,,,,
POL,252,Local Democracy Governance,J100,LEC,HRBRCNTR,,,34.0,,,,,,,,,,,,,,
POL,253,Introduction to Public Policy,D100,LEC,BURNABY,,76.0,,,57.0,57.0,,57.0,,,57.0,,57.0,,,57.0,
POL,253,Introduction to Public Policy,F100,LEC,BURNABY,,,,,,22.0,,,24.0,,,20.0,,,24.0,,
POL,253,Introduction to Public Policy,F200,LEC,BURNABY,,,,,,17.0,,,,,,,,,,,
POL,300,Topics - Comparative Politics,D100,SEM,BURNABY,,,,,,,,35.0,,,,,,,,,
POL,310,Identity Politics,D100,SEM,BURNABY,35.0,57.0,,,40.0,35.0,,35.0,,,,57.0,,57.0,,,
POL,310,Identity Politics,J100,SEM,HRBRCNTR,,,,35.0,,,,,,,,,,,,,
POL,311,Ancient Political Thought,D100,SEM,BURNABY,,,,35.0,,,,,35.0,,,,,,,,
POL,311,Ancient Political Thought,E100,SEM,HRBRCNTR,,,,,,,35.0,,,,,,,,,,
POL,312,Modern Political Thought,D100,LEC,BURNABY,,,,,,,,,,,,,,57.0,,,
POL,312,Modern Political Thought,D100,SEM,BURNABY,,,35.0,,,35.0,,,,,,,,,,,
POL,314,Theory/Explanation,D100,SEM,BURNABY,,,35.0,,35.0,,,,,,,,,,,,
POL,315,Inter. Quantitative Methods,D100,LEC,BURNABY,,,35.0,,35.0,20.0,,,20.0,,,,,,,,
POL,315,Inter. Quantitative Methods,D100,LEC,HRBRCNTR,,,,,,,,,,,,20.0,,,40.0,,
POL,316,"Sex, Love, and Politics",B100,SEM,HRBRCNTR,,,,,,,,,,,,,,40.0,,,57.0
POL,316,"Sex, Love, and Politics",E100,SEM,HRBRCNTR,,,,,,,35.0,,,,,,,,,,
POL,317,Migration and Citizenship,D100,LEC,BURNABY,,,,,,,,,,,,,,57.0,,,
POL,317,Migration and Citizenship,D100,SEM,BURNABY,,,35.0,,,,,,,,,,,,,,
POL,317,Migration and Citizenship,J100,SEM,SURREY,,,,35.0,,,,,,,,,,,,,
POL,318,Post-Truth Politics,D100,SEM,BURNABY,,35.0,,,,,,,,,35.0,,,,,,54.0
POL,318,Post-Truth Politics,D100,SEM,HRBRCNTR,,,,,35.0,,,,,,,,,,,,
POL,319,Sel.Top. in Political Theory,J100,LEC,HRBRCNTR,35.0,,,,,,,,,,,,,,,,
POL,321,Can.Federal System,D100,LEC,BURNABY,,,,,,,50.0,,,,,,,,57.0,,
POL,321,Can.Federal System,D100,LEC,HRBRCNTR,32.0,,,38.0,,,,,,,,,,,,,
POL,322,Can.Polit.Parties,D100,SEM,BURNABY,,,35.0,,35.0,,,35.0,35.0,,,,,,,,
POL,324,Can. Constitution,B100,LEC,BURNABY,,,,,,,,,,,,,,,,77.0,
POL,324,Can. Constitution,D100,LEC,BURNABY,,35.0,,,,,35.0,,,35.0,,,35.0,,,,
POL,324,Can. Constitution,J100,LEC,HRBRCNTR,,,,,35.0,,,,,,,,,,,,
POL,325,Language and Politics,D100,LEC,BURNABY,,,,,,,,,,,,,,57.0,,,
POL,325,Language and Politics,D100,SEM,BURNABY,,,35.0,,,,,,,,,,,,,,
POL,325,Language and Politics,E100,SEM,HRBRCNTR,,,,,,,,,35.0,,,,,,,,
POL,325,Language and Politics,F100,SEM,BURNABY,,,,,35.0,,,,,,,,,17.0,,,
POL,325,Language and Politics,J100,SEM,HRBRCNTR,,,,,,35.0,,,,,,,,,,,
POL,330,Protecting Human Rights,D100,LEC,BURNABY,,,,,,,,,,,,,,57.0,,,
POL,330,Protecting Human Rights,D100,SEM,BURNABY,,57.0,,,,57.0,,,,,,34.0,,,,,
POL,332,Separatist Movements,D100,SEM,BURNABY,,35.0,,,36.0,,,35.0,,,,,,,,,
POL,339,Sel.Top.Comp. Gov'T & Pol.,D100,LEC,BURNABY,,,26.0,,,,,,,,,,35.0,35.0,,,57.0
POL,340,Terrorism and the Mass Media,D100,LEC,BURNABY,,,,,,35.0,,,35.0,,,,,,,,57.0
POL,341,Politics Across the Pacific,D100,LEC,BURNABY,,,,,,,,35.0,,,,,,,,,
POL,342,Dev Countries-Global Politics,D100,LEC,BURNABY,,,,35.0,,,35.0,,,35.0,,,35.0,,,57.0,
POL,342,Dev Countries-Global Politics,J100,LEC,HRBRCNTR,,35.0,,,,,,,,,,,,,,,
POL,344,International Law,C100,OLC,BURNABY,,,,,50.0,20.0,,,,,,,,,,,
POL,344,International Law,C100,SEC,BURNABY,45.0,,55.0,45.0,,,,,,,,,,,,,
POL,344,International Law,D100,SEM,BURNABY,,57.0,,,,,,,35.0,,,,,57.0,,,
POL,344,International Law,D200,SEM,BURNABY,,,,,,,,,,,,35.0,,,,,
POL,344,International Law,D900,SEM,SURREY,,,,,,,,,,,35.0,,,,,,
POL,344,International Law,E100,SEM,BURNABY,,,,,,,,,,,,,,,37.0,,
POL,344,International Law,J100,SEM,HRBRCNTR,,,27.0,,,,,,,,,,,,,,
POL,346,International Organization,D100,LEC,BURNABY,,,35.0,,,35.0,,35.0,35.0,,,,,57.0,,,
POL,346,International Organization,E100,LEC,BURNABY,,,,,,,,,,,,,,,35.0,,
POL,346,International Organization,E100,LEC,HRBRCNTR,,,,,,,,,,,,35.0,,,,,
POL,347,Canadian Foreign Policy,D100,SEM,BURNABY,,35.0,,,,,,,,,,,,,,,
POL,347,Canadian Foreign Policy,F100,SEM,BURNABY,,23.0,,,,,,25.0,,,,,,,,,19.0
POL,347,Canadian Foreign Policy,J100,SEM,HRBRCNTR,,,,,35.0,,,,,,,,,,,,
POL,348,Theories/War/Peace/Conflict,D100,LEC,BURNABY,35.0,35.0,,,,35.0,,35.0,35.0,,,,,,57.0,,
POL,348,Theories/War/Peace/Conflict,J100,LEC,HRBRCNTR,,35.0,,,,,,,,,,,,,,,
POL,349,Selected Topics Intl.Relations,D100,SEM,BURNABY,,,57.0,,,,,35.0,35.0,,35.0,,,,,57.0,
POL,349,Selected Topics Intl.Relations,D100,SEM,HRBRCNTR,,,,,,,,,,,,35.0,,40.0,50.0,,
POL,349,Selected Topics Intl.Relations,D200,SEM,BURNABY,,,,,35.0,35.0,,,,,35.0,35.0,,,,,
POL,349,Selected Topics Intl.Relations,D300,SEM,HRBRCNTR,,,5.0,,,,,,,,,,,,,,
POL,349,Selected Topics Intl.Relations,F100,SEM,BURNABY,,,,,,27.0,,,,,,,,,,,
POL,350,Public Policy for Women,D100,LEC,BURNABY,,,,,,35.0,,,35.0,,,35.0,,,35.0,,
POL,350,Public Policy for Women,D100,LEC,HRBRCNTR,,35.0,,,,,,,,,,,,,,,
POL,350,Public Policy for Women,J100,LEC,HRBRCNTR,35.0,,,,,,,,,,,,,,,,
POL,351,Immigration and Policy,D100,SEM,BURNABY,,,35.0,,,,,,,,,,,57.0,,,
POL,351,Immigration and Policy,D100,SEM,HRBRCNTR,,,,,35.0,,,35.0,,,,,,,,,
POL,351,Immigration and Policy,D200,SEM,HRBRCNTR,35.0,,,,,,,,,,,,,,,,
POL,351,Immigration and Policy,F100,SEM,BURNABY,,,,,,22.0,,,20.0,,,,,,,,
POL,354,Metro.Governance,D100,SEM,HRBRCNTR,,,35.0,,,,,,,,,,,,,,
POL,359,Selected Topics in Governance,D100,SEM,BURNABY,,,,,,,,35.0,,,,,,,,,
POL,359,Selected Topics in Governance,D100,SEM,HRBRCNTR,,,,,35.0,,,,,,,,,,,,
POL,359,Selected Topics in Governance,F100,SEM,BURNABY,,23.0,,,,,,35.0,,,19.0,,,17.0,,,
POL,359,Selected Topics in Governance,F300,SEM,BURNABY,,,,,35.0,,,,,,,,,,,,
POL,373,Human Security,D100,LEC,BURNABY,,,,,,35.0,,,,,,,35.0,,,,
POL,374,Africa - Global Political Econ,D100,SEM,BURNABY,35.0,,35.0,,,,,,,,,35.0,,,,,
POL,381,Japanese Politics,D100,SEM,BURNABY,,,,,,,,,,,,,,40.0,,,35.0
POL,390,Data Visualization & Politics,B100,LEC,HRBRCNTR,,,,,,,,,,,,,20.0,,,,
POL,390,Data Visualization & Politics,B200,LEC,HRBRCNTR,,,,,,,,,,20.0,,,,,,,
POL,390,Data Visualization & Politics,D100,LEC,BURNABY,,,,,,35.0,,,,,,,,,,,
POL,390,Data Visualization & Politics,D100,LEC,HRBRCNTR,,,,,,,,,,,,35.0,,,25.0,,
POL,405W,Conflict and Controversy,B100,SEM,HRBRCNTR,,,,,,,,,,,20.0,,,,,,
POL,405W,Conflict and Controversy,D100,SEM,BURNABY,,20.0,,,,,,,,,,,,,,,
POL,411,Normative Theory,D100,SEM,BURNABY,,,,,,15.0,,,15.0,,,,,,,,15.0
POL,414,Global Feminist Politics,D100,SEM,BURNABY,,,,,,15.0,,,,,,,,,,,
POL,415,Liberalism and Its Critics,D100,LEC,HRBRCNTR,,,20.0,,,,,,,,,,,,,,
POL,415,Liberalism and Its Critics,D100,SEM,BURNABY,,,,,,,,,,,20.0,,,,,,
POL,416W,Feminist Thought,B100,SEM,HRBRCNTR,,,,,,,,,,,15.0,,,15.0,,,
POL,416W,Feminist Thought,E100,SEM,HRBRCNTR,,13.0,,,,,,15.0,,,,,,,,,
POL,417,Human Rts. Theories,D100,SEM,BURNABY,25.0,18.0,,20.0,,,,,,,,,,20.0,25.0,,
POL,418,Sel. Topics / Political Theory,D100,SEM,BURNABY,,,,,,,20.0,,,,,,,,,,
POL,421W,"Rights, Equality & the Charter",D100,SEM,BURNABY,,20.0,20.0,,20.0,,,20.0,20.0,,,20.0,,,,20.0,20.0
POL,422,Can.Intl.Security,D100,SEM,BURNABY,,,,,,,,20.0,,,20.0,,,,,,
POL,426W,Political Behavior,D200,SEM,HRBRCNTR,,,,,,,,,,,,10.0,,,,,
POL,428,Select.Topics Can.Govt/Pol. I,D100,SEM,BURNABY,,,,,,,,,,,,,,,25.0,,25.0
POL,430W,Democracy in a Global World,D100,SEM,BURNABY,,,,,,,,,,,,20.0,,,,,
POL,430W,Democracy in a Global World,E100,SEM,BURNABY,,,20.0,20.0,,,,,,,,,,,,,
POL,432,Great Power Politics,D100,SEM,BURNABY,,,,,,,,,20.0,,,,,20.0,,,
POL,436,"Elections,Parties",D100,SEM,BURNABY,20.0,,,,,,,,,,,,,,,,
POL,438,Sel.Top. in Comp.Gov'T/Pol I,D100,SEM,BURNABY,,,14.0,,,,,,15.0,,,,,,,,
POL,445W,American Foreign Policy,D100,SEM,BURNABY,,,,,20.0,,,20.0,,,20.0,20.0,,,,,20.0
POL,445W,American Foreign Policy,D100,SEM,HRBRCNTR,,20.0,,,,,,,,,,,,,,,
POL,446W,Int. Relation/E. Asia,D100,SEM,BURNABY,,,,,,20.0,,,,,,,,,20.0,20.0,
POL,446W,Int. Relation/E. Asia,D200,SEM,BURNABY,,,10.0,,,,,,,,,,,,,,
POL,447,Theories Global Political Econ,D100,SEM,BURNABY,20.0,,,15.0,,,,,,15.0,,,,,,,
POL,448,Sel. Top. Int'L Relations,D100,SEM,BURNABY,20.0,,20.0,20.0,,,20.0,,,20.0,,,20.0,,,25.0,
POL,449,Sel. Top. / Int'L Relations II,D100,SEM,BURNABY,,,,,20.0,,,,15.0,,,15.0,,,,,
POL,449,Sel. Top. / Int'L Relations II,D200,SEM,BURNABY,,,,,,15.0,,,,,,,,,,,
POL,451W,Public Policy Analysis,B100,SEM,HRBRCNTR,,,,,,,,,,20.0,,,,,,,
POL,451W,Public Policy Analysis,D100,SEM,HRBRCNTR,,20.0,,,20.0,,,,,,,,,,20.0,,
POL,452W,Energy Policy,D100,SEM,BURNABY,,15.0,,,15.0,,,,,,25.0,,,15.0,,,20.0
POL,454,Urban Public Policy,D100,SEM,BURNABY,,,,,,,,20.0,,,,,,,,,
POL,455,States and Markets,D100,SEM,BURNABY,,20.0,,,,20.0,,,,,,20.0,,,25.0,,
POL,457W,Technology Policy,J100,SEM,HRBRCNTR,,,22.0,,,,,,,,,,,,,,
POL,459,Sel. Topics in Governance,F100,SEM,BURNABY,,,25.0,,,,,,,,,15.0,,,15.0,,
POL,460,Select Topics in Public Policy,D100,SEM,HRBRCNTR,,,,15.0,,,15.0,,,,,,15.0,,,,
POL,463,Diversity in Cities,D100,SEM,HRBRCNTR,,,,,20.0,,,15.0,,,,,,,,,
POL,463,Diversity in Cities,D200,SEM,HRBRCNTR,20.0,,,,,,,,,,,,,,,,
POL,463,Diversity in Cities,E100,SEM,HRBRCNTR,,,,,,,,,,,10.0,,,,,,10.0
POL,463,Diversity in Cities,F100,SEM,BURNABY,,,,,,,,,,,23.0,,,,,,19.0
POL,472,Diplomacy and Global Governanc,F100,SEM,BURNABY,,,22.0,,,25.0,,,17.0,,,,,,,,
POL,484,NATO Field School,B100,FLD,BE,,,,,,,,,,,,,35.0,,,30.0,
POL,484,NATO Field School,D100,FLD,BE,60.0,,,,,,35.0,,,35.0,,,,,,,
POL,490,Honours Seminar,D100,SEM,BURNABY,,20.0,,,20.0,,,20.0,,,12.0,,,20.0,,,10.0
POL,496,Extra Essay Option,D100,IND,BURNABY,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,
POL,496,Extra Essay Option,D100,SEC,BURNABY,1.0,,,,,,,,,,,,,,,,
POL,496,Extra Essay Option,D100,TUT,BURNABY,,,,,,,,,,,,1.0,,,,,
POL,496,Extra Essay Option,D200,IND,BURNABY,,,,,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,,
POL,496,Extra Essay Option,D200,TUT,BURNABY,,,,,,,,,,,,1.0,,,,,
POL,496,Extra Essay Option,D300,IND,BURNABY,,,,,,,,,,,,1.0,,,,,
POL,496,Extra Essay Option,D300,TUT,BURNABY,,,,,,,,,1.0,,,,,,,,
POL,498,Directed Readings,D100,IND,BURNABY,,1.0,,1.0,,,,,1.0,1.0,,,,,,,
POL,498,Directed Readings,D100,SEC,BURNABY,1.0,,,,,,,,,,,,,,,,
POL,498,Directed Readings,D200,SEC,BURNABY,1.0,,,,,,,,,,,,,,,,
POL,499,Honours Essay,D100,IND,BURNABY,,,,,,,,,,,,12.0,,,20.0,,
POL,499,Honours Essay,D100,SEM,BURNABY,,,20.0,,,20.0,,,20.0,,,,,,,,
PORT,100,STT- Brazilian Portuguese I,D100,LEC,BURNABY,,,,,,,,,,,,,,,,,25.0
PSYC,100,Intro.Psychology I,B100,LEC,BURNABY,,,,,,,,,,,,,,,,300.0,
PSYC,100,Intro.Psychology I,D100,LEC,BURNABY,325.0,440.0,440.0,300.0,500.0,440.0,300.0,300.0,440.0,300.0,440.0,440.0,300.0,440.0,440.0,,440.0
PSYC,100,Intro.Psychology I,D200,LEC,BURNABY,,440.0,,,440.0,,,440.0,,,440.0,,,440.0,,,440.0
PSYC,100,Intro.Psychology I,D200,LEC,HRBRCNTR,,,,,,150.0,,,,,,,,,,,
PSYC,100,Intro.Psychology I,D300,LEC,BURNABY,,,,,,,,150.0,,,,,,,,,
PSYC,100,Intro.Psychology I,D900,LEC,SURREY,,150.0,150.0,,150.0,150.0,,150.0,,,150.0,150.0,,150.0,150.0,,150.0
PSYC,102,Intro.Psychology II,D100,LEC,BURNABY,,440.0,440.0,,440.0,440.0,,440.0,440.0,,440.0,440.0,300.0,440.0,240.0,300.0,440.0
PSYC,102,Intro.Psychology II,D200,LEC,BURNABY,,,,,,,,,,,,,,,360.0,,
PSYC,102,Intro.Psychology II,D200,LEC,HRBRCNTR,,111.0,,,,,,,,,,,,,,,
PSYC,102,Intro.Psychology II,D900,LEC,SURREY,,,150.0,,150.0,150.0,,150.0,,,150.0,150.0,,150.0,150.0,,150.0
PSYC,102,Intro.Psychology II,E900,LEC,SURREY,,150.0,,,,,,,,,,,,,,,
PSYC,106,Contemp. Society,D100,LEC,BURNABY,,,150.0,150.0,100.0,,,150.0,,150.0,,,,,,,
PSYC,106,Contemp. Society,D900,LEC,SURREY,,150.0,,,,,,,,,,,,,,,
PSYC,109W,"Brain, Mind and Society",D100,LEC,BURNABY,,,,,150.0,,,,,,,,,,,,
PSYC,201W,Intro to Research Methods,C100,OLC,BURNABY,,,,,60.0,45.0,60.0,60.0,60.0,,60.0,,,,,,
PSYC,201W,Intro to Research Methods,C100,SEC,BURNABY,70.0,45.0,60.0,45.0,,,,,,,,,,,,,
PSYC,201W,Intro to Research Methods,C200,OLC,BURNABY,,,,,,45.0,,60.0,,,,,,,,,
PSYC,201W,Intro to Research Methods,C200,SEC,BURNABY,68.0,,,,,,,,,,,,,,,,
PSYC,201W,Intro to Research Methods,D100,LEC,BURNABY,,210.0,210.0,121.0,240.0,210.0,150.0,165.0,210.0,210.0,210.0,225.0,210.0,270.0,300.0,216.0,280.0
PSYC,201W,Intro to Research Methods,D900,LEC,SURREY,,,,,,,,,,,,,,,,,80.0
PSYC,201W,Intro to Research Methods,J100,LEC,HRBRCNTR,47.0,,,,,,,,,,,,,,,,
PSYC,210,Introduction to Data Analysis,D100,LEC,BURNABY,96.0,160.0,115.0,121.0,240.0,160.0,160.0,160.0,160.0,160.0,180.0,200.0,160.0,240.0,200.0,120.0,240.0
PSYC,210,Introduction to Data Analysis,D200,LEC,BURNABY,,,,,,,,40.0,,,,,,,,,
PSYC,210,Introduction to Data Analysis,D900,LEC,SURREY,,,40.0,,,40.0,,,40.0,,,40.0,,,,,
PSYC,210,Introduction to Data Analysis,J100,LEC,HRBRCNTR,,40.0,,,,,,,,,,,,,,,
PSYC,221,Cognitive Psychology,D100,LEC,BURNABY,,305.0,200.0,,315.0,200.0,,250.0,260.0,,250.0,195.0,,300.0,250.0,,250.0
PSYC,221,Cognitive Psychology,J100,LEC,SURREY,75.0,,,,,,,,,,,,,,,,
PSYC,241,Abnormal Psychology,B200,LEC,BURNABY,,,,,,,,,,,,,200.0,,,,
PSYC,241,Abnormal Psychology,D100,LEC,BURNABY,,250.0,230.0,,250.0,200.0,200.0,,,,250.0,,,,,,
PSYC,241,Abnormal Psychology,OL01,OLC,BURNABY,,,,,,,,250.0,200.0,,,,,,300.0,,
PSYC,241,Psyc Disorder & Neurodiversity,B100,LEC,BURNABY,,,,,,,,,,,,,,,,,250.0
PSYC,250,Intro/Develop.Psyc.,B100,LEC,BURNABY,,,,,,,,,,,,,,200.0,,,250.0
PSYC,250,Intro/Develop.Psyc.,D100,LEC,BURNABY,,300.0,200.0,,,200.0,,250.0,,,,184.0,200.0,,250.0,,
PSYC,250,Intro/Develop.Psyc.,D100,OLC,BURNABY,,,,,250.0,,,,,,,,,,,,
PSYC,250,Intro/Develop.Psyc.,J100,LEC,HRBRCNTR,,,,,34.0,,,,,,,,,,,,
PSYC,250,Intro/Develop.Psyc.,OL01,OLC,BURNABY,,,,,,,,,200.0,200.0,250.0,,,,,,
